"","i","x","Number.i","Suit.i","Value.i","Number.x","Suit.x","Value.x"
"1350","6C","AC","6","C",5,"A","C",13
"1351","7C","8C","7","C",6,"8","C",7
"1352","7C","9C","7","C",6,"9","C",8
"1353","7C","10C","7","C",6,"10","C",9
"1354","7C","JC","7","C",6,"J","C",10
"1355","7C","QC","7","C",6,"Q","C",11
"1356","7C","KC","7","C",6,"K","C",12
"1357","7C","AC","7","C",6,"A","C",13
"1358","8C","9C","8","C",7,"9","C",8
"1359","8C","10C","8","C",7,"10","C",9
"1360","8C","JC","8","C",7,"J","C",10
"1361","8C","QC","8","C",7,"Q","C",11
"1362","8C","KC","8","C",7,"K","C",12
"1363","8C","AC","8","C",7,"A","C",13
"1364","9C","10C","9","C",8,"10","C",9
"1365","9C","JC","9","C",8,"J","C",10
"1366","9C","QC","9","C",8,"Q","C",11
"1367","9C","KC","9","C",8,"K","C",12
"1368","9C","AC","9","C",8,"A","C",13
"1369","10C","JC","10","C",9,"J","C",10
"1370","10C","QC","10","C",9,"Q","C",11
"1371","10C","KC","10","C",9,"K","C",12
"1372","10C","AC","10","C",9,"A","C",13
"1373","JC","QC","J","C",10,"Q","C",11
"1374","JC","KC","J","C",10,"K","C",12
"1375","JC","AC","J","C",10,"A","C",13
"1376","QC","KC","Q","C",11,"K","C",12
"1377","QC","AC","Q","C",11,"A","C",13
"1378","KC","AC","K","C",12,"A","C",13
